
name,image_url
Yläneen Kiri,https://cdn.torneopal.net/logo/palloliitto/2891x.png
Ylästö FC,
Ylästön Urheilijat -59,https://cdn.torneopal.net/logo/palloliitto/5958x.png
Ylöjärven ikinuoret palloilijat,
Ylöjärven Ilves,https://cdn.torneopal.net/logo/palloliitto/2855x.png
Ylöjärven SKA,https://cdn.torneopal.net/logo/palloliitto/5871x.png
Ylöjärvi United FC,https://cdn.torneopal.net/logo/palloliitto/4371x.png
Yolduz,https://cdn.torneopal.net/logo/palloliitto/1119x.png
YPPM,https://cdn.torneopal.net/logo/palloliitto/1120x.png
Ysikaks' Nivala,https://cdn.torneopal.net/logo/palloliitto/3016x.png
Zenith Myllypuro,https://cdn.torneopal.net/logo/palloliitto/331x.png
Zeus Club de Fútbol,https://cdn.torneopal.net/logo/palloliitto/4711x.png
Zorro Blanco,
Åbo Club de Fútbol,https://cdn.torneopal.net/logo/palloliitto/3278x.png
Åbo reUnited,https://cdn.torneopal.net/logo/palloliitto/4712x.png
Åland United,https://cdn.torneopal.net/logo/palloliitto/231x.png
Ähtärin Kiekko-Haukat,https://cdn.torneopal.net/logo/palloliitto/3083x.png
Älpee,
Älpee,
Äänekosken Huima,https://cdn.torneopal.net/logo/palloliitto/3017x.png
